accidente,hora,operador,tipo de aeronave,modelo,personas a bordo,pasajeros a bordo,tripulantes a bordo,total de fallecidos,pasajeros fallecidos,tripulantes fallecidos,afectados en tierra,sobrevivientes,militar,país
1969-01-13,19:21:00,SCANDINAVIAN AIRLINES (SAS),McDonnell Douglas DC-8-62,45822/272,45,36,9,15,12,3,0,30,No militar,U.S.A.
1969-01-16,13:45:00,AIR AMERICA,Douglas C-47 Skytrain (DC-3),20415,12,9,3,12,9,3,0,0,No militar,Vietnam
1969-01-18,18:21:00,UNITED AIR LINES,Boeing B-727-22QC,19891/631,38,32,6,38,32,6,0,0,No militar,U.S.A.
1969-02-18,05:10:00,MINERAL COUNTY AIRLINES,Douglas DC-3,6320,35,32,3,35,32,3,0,0,No militar,U.S.A.
1969-02-24,00:00:00,FAR EASTERN AIR TRANSPORT,Handley Page Dart Herald 201,157,36,32,4,36,32,4,0,0,No militar,Taiwan
1969-03-05,17:38:00,PRINAIR,de Havilland DH-114 Heron 2D,14125,19,17,2,19,17,2,0,0,No militar,Puerto Rico
1969-03-08,00:00:00,CONTINENTAL AIR TRANSPORT,Douglas DC-4,10356,3,0,3,3,0,3,0,0,No militar,Ocean
1969-03-13,15:52:00,WIEN CONSOLIDATED AIRLINES,de Havilland DHC-6,3,5,4,1,1,1,0,0,4,No militar,U.S.A.
1969-03-16,14:00:00,VENEZOLANA INTERNACIONAL DE AVIACION,McDonnell Douglas DC-9-32,47243/448,84,74,10,84,74,10,71,0,No militar,Venezuela
1969-03-20,02:00:00,UNITED ARAB AIRLINES,Ilyushin IL-18D,188011301,105,98,7,100,93,7,0,5,No militar,Egypt
1969-03-20,06:55:00,AVION AIRWAYS,Douglas DC-3,1946,27,24,3,16,13,3,0,11,No militar,U.S.A.
1969-04-02,16:08:00,LOT POLISH AIRLINES,Antonov AN-24V,67302406,53,48,5,53,48,5,0,0,No militar,Poland
1969-04-02,12:40:00,MILITARY - U.S. ARMY,Boeing Vertol CH47C (helicopter),No Data,78,73,5,24,23,1,0,54,Militar,Ocean
1969-04-02,12:50:00,ISLANDS OF THE BAHAMAS INC,Curtiss C-46F,22445,2,0,2,2,0,2,0,0,No militar,Bahamas
1969-04-07,00:00:00,AIR CANADA,Vickers 757 Viscount,271,21,17,4,1,1,0,0,20,No militar,Canada
1969-04-15,13:50:00,MILITARY - U.S. NAVY,Lockheed EC-121M,4318,31,25,6,31,25,6,0,0,Militar,North Korea
1969-04-16,08:20:00,WIGMO,Curtiss C-46,26710,45,42,3,45,42,3,0,0,No militar,Ocean
1969-04-21,14:59:00,INDIAN AIRLINES,Fokker F-27 Friendship 100,10214,44,40,4,44,40,4,0,0,No militar,Ocean
1969-04-24,00:00:00,GHANA AIRWAYS,Douglas DC-3,9407,33,30,3,1,1,0,0,32,No militar,Ghana
1969-05-06,13:20:00,MILITARY - U.S. ARMY,Boeing Vertol CH47A (helicopter),No Data,74,69,5,30,29,1,0,44,Militar,Ocean
1969-05-07,12:45:00,FLYING W AIRWAYS,Curtiss C-46F,22456,2,0,2,2,0,2,0,0,No militar,U.S.A.
1969-05-23,00:00:00,UNION OF BURMA AIRWAYS,Douglas C-47,9629,6,4,2,6,4,2,0,0,No militar,Ocean
1969-05-25,09:52:00,AERO TRANSPORTI ITALIANI,Fokker F-27 Friendship 600,10363,36,31,5,1,1,0,0,35,No militar,Italy
1969-06-04,08:42:00,COMPANIA MEXICANA DE AVIACION,Boeing B-727-64,19256/355,79,72,7,79,72,7,0,0,No militar,Mexico
1969-06-05,00:00:00,MILITARY - U.S. AIR FORCE,Boeing RC-135E,18477,19,0,19,19,0,19,0,0,Militar,U.S.A.
1969-06-23,14:52:00,AEROFLOT,Ilyushin IL-14M / Antonov An-12BP,7343208/402503,120,110,10,120,110,10,0,0,No militar,Russia
1969-06-28,19:50:00,AEROFLOT,Ilyushin IL-14,7343306,40,35,5,40,35,5,0,0,No militar,Kyrgyzstan
1969-07-06,20:22:00,AIR SOUTH,Beechcraft B-99,U16,14,12,2,14,12,2,0,0,No militar,U.S.A.
1969-07-12,00:00:00,ROYAL NEPAL AIRLINES,Douglas DC-3,42956,35,31,4,35,31,4,0,0,No militar,Nepal
1969-07-15,06:57:00,NEW YORK AIRWAYS,de Havilland Canada DHC-6 Twin Otter 200,175,14,11,3,3,1,2,0,11,No militar,U.S.A.
1969-07-25,17:45:00,TRANS ISLE AIR,De Havilland DH-104 Dove,826,13,11,2,1,1,0,0,12,No militar,U.S.A.
1969-07-26,01:30:00,AIR ALGERIE,Sud Aviation SE-210 Caravelle 6N,073/73,37,30,7,33,30,3,0,4,No militar,Algeria
1969-07-26,12:33:00,TRANS WORLD AIRLINES,Boeing 707-331C,18712/373,5,0,5,5,0,5,0,0,No militar,U.S.A.
1969-08-03,16:00:00,AEROFLOT,Antonov An-24B,77303206,55,51,4,55,51,4,0,0,No militar,Ukraine
1969-08-03,00:00:00,CANAIRELIEF AIR,Lockheed L-1049H Super Constellation,4828,4,0,4,4,0,4,0,0,No militar,Nigeria
1969-08-19,17:00:00,AIR AMERICA,Pilatus Pc-6C,596,13,12,1,13,12,1,0,0,No militar,Laos
1969-08-25,00:00:00,TAO,Douglas C-47B,15777/27222,1,0,4,1,0,1,0,0,No militar,Ecuador
1969-08-26,20:31:00,AEROFLOT,Ilyushin IL-18,189001705,102,94,8,16,16,0,0,86,No militar,Russia
1969-08-26,09:45:00,AEROFLOT,Antonov AN-2,1 33 473 11,14,11,3,14,11,3,0,0,No militar,Russia
1969-08-31,20:05:00,PRIVATE CHARTER,Cessna 172H,55299,3,2,1,3,2,1,0,0,No militar,U.S.A.
1969-09-01,13:05:00,AEROFLOT,Ilyushin IL-14P,146000205,27,22,5,22,17,5,0,5,No militar,Russia
1969-09-02,11:15:00,MILITARY - ROYAL LAO AIR FORCE,Douglas C-47,32580,35,31,4,35,31,4,0,0,Militar,Laos
1969-09-06,00:00:00,TAME ECUADOR,Douglas DC-3,No Data,16,-1,-1,1,-1,-1,-1,15,No militar,Ecuador
1969-09-08,14:00:00,SATENA,Douglas DC-3,No Data,32,29,3,32,29,3,0,0,No militar,Colombia
1969-09-09,14:29:00,ALLEGHENY AIRLINES / FORTH CORPORATION,MD Douglas DC-9-31/Piper Cherokee PA-28,47211/357 / ?,83,79,4,83,79,4,0,0,No militar,U.S.A.
1969-09-12,00:00:00,PHILIPPINE AIR LINES,BAC One-Eleven 402AP,092,47,42,5,45,41,4,0,2,No militar,Philippines
1969-09-14,20:33:00,VASP,Douglas DC-3,15618/27063,21,15,6,20,15,5,0,1,No militar,Brazil
1969-09-17,17:09:00,PACIFIC WESTERN AIRLINES,Convair CV-640,440,15,11,4,4,2,2,0,11,No militar,Canada
1969-09-20,16:00:00,AIR VIETNAM (SOUTH VIETNAM),Douglas DC-4 / USAF F-4E,10860,76,71,5,74,69,5,2,2,No militar,Vietnam
1969-09-21,17:20:00,MEXICANA,Boeing B-727-64,19255/331,118,111,7,27,22,5,0,91,No militar,Mexico
1969-09-26,15:10:00,LLOYD AEREO BOLIVIANO,Douglas DC-6B,43273/191,74,69,5,74,69,5,0,0,No militar,Bolivia
1969-09-26,18:40:00,NORDCHURCHAID,Boeing C-97,16707,5,0,5,5,0,5,0,0,No militar,Nigeria
1969-10-02,07:10:00,MILITARY - U.S. NAVY,Grumman C-2A,13,26,21,5,26,21,5,0,0,Militar,Ocean
1969-10-13,17:27:00,AEROFLOT,Antonov An-24B,79901404,56,52,4,24,22,2,0,32,No militar,Russia
1969-11-09,00:00:00,AUSTIN AIRWAYS,Douglas C-47B,15383/26828,4,2,2,2,2,0,0,2,No militar,Canada
1969-11-13,02:33:00,AEROFLOT,Antonov An-12TB,402406,12,9,3,12,9,3,0,0,No militar,Russia
1969-11-19,20:20:00,MOHAWK AIRLINES,Fairchild-Hiller FH-227B,531,14,11,3,14,11,3,0,0,No militar,U.S.A.
1969-11-20,08:30:00,NIGERIA AIRWAYS,BAC VC-10-1101,804,87,76,11,87,76,11,0,0,No militar,Nigeria
1969-12-03,18:05:00,AIR FRANCE,Boeing B-707-328B,18459/335,62,41,21,62,41,21,0,0,No militar,Venezuela
1969-12-05,15:00:00,PRIVATE,Lockheed 18-08 Lodestar,18-2203,9,9,2,9,9,2,0,0,No militar,U.S.A.
1969-12-06,07:07:00,AEROFLOT,Antonov An-12PL,402807,8,2,6,8,2,6,0,0,No militar,Russia
1969-12-08,20:46:00,OLYMPIC AIRWAYS,Douglas DC-6B,45540/1016,90,85,5,90,85,5,0,0,No militar,Greece
1969-12-10,18:33:00,AEROFLOT,Ilyushin 14P,703101,17,12,5,17,12,5,0,0,No militar,Russia
1969-12-22,00:00:00,AIR VIETNAM (SOUTH VIETNAM),Douglas DC-6B,44694,77,70,7,10,10,0,24,67,No militar,Vietnam
1969-12-23,00:00:00,LAOS AIR,Douglas C-47A-25-DK,13529,6,4,2,6,4,2,0,0,No militar,Laos
1970-01-05,22:25:00,SPANTAX,Convair CV-990-30A-5,30-10-32,10,7,3,5,5,0,0,5,No militar,Sweden
1970-01-12,12:00:00,MILITARY - ROYAL HELLENIC AIR FORCE,Douglas C-47,No Data,27,22,5,23,19,4,0,4,Militar,Greece
1970-01-13,06:00:00,POLYNESIAN AIRLINES,Douglas DC-3,16964,32,29,3,32,29,3,0,0,No militar,Ocean
1970-01-14,00:00:00,FAUCETT,Douglas DC-4,10591,28,24,4,28,24,4,0,0,No militar,Peru
1970-01-25,19:13:00,ROYAL NEPAL AIRLINES,Fokker F-27 Friendship 200,1965,23,18,5,1,0,1,0,22,No militar,India
1970-01-25,00:00:00,CHARTER -FEDERAL ELECTRICITY COMMISSION,Convair CV-240-2,071,19,15,4,18,14,4,0,1,No militar,Mexico
1970-01-28,20:53:00,AEROFLOT,Antonov AN-24,59900202,34,28,6,34,28,6,0,0,No militar,Russia
1970-01-28,07:49:00,TAG AIRLINES,De Havilland Dove,04444,9,7,2,9,7,2,0,0,No militar,U.S.A.
1970-01-29,19:27:00,AEROFLOT,Tupolev TU-124,5351706,11,32,6,11,8,3,0,0,No militar,Russia
1970-02-04,13:45:00,TAROM,Antonov AN-24V,77303310,22,18,4,21,17,4,0,1,No militar,Romania
1970-02-04,20:55:00,AEROLINEAS ARGENTINAS,Hawker Siddeley HS-748 1,1539,37,33,4,37,33,4,0,0,No militar,Argentina
1970-02-06,15:42:00,AEROFLOT,Ilyushin IL-18V,182004303,106,98,8,92,85,7,0,14,No militar,Ocean
1970-02-10,18:37:00,PILGRIM AIRLINES,de Havilland Canada DHC-6 Twin Otter 100,41,5,3,2,5,3,2,0,0,No militar,U.S.A.
1970-02-12,07:38:00,LINEAS AÉREAS LA URRACA,Douglas DC-3 (C-47-DL),4544,12,8,4,12,8,4,2,0,No militar,Colombia
1970-02-15,18:30:00,COMPANIA DOMINICANA DE AVIACION,McDonnell Douglas DC-9-32,47500/546,102,97,5,102,97,5,0,0,No militar,Dominican Republic
1970-02-19,00:00:00,AIR CONGO,Douglas DC-3,9780,17,14,3,17,14,3,0,0,No militar,Ocean
1970-02-21,13:34:00,SWISSAIR,Convair CV-990-30A-6,301015,47,38,9,47,38,9,0,0,No militar,Switzerland
1970-03-06,00:00:00,BAVARIA FLUG,Handley Page Jetstream 1,205,11,9,2,11,9,2,0,0,No militar,Switzerland
1970-03-14,17:30:00,PARAENSE TRANSPORTES AEREOS,Fairchild-Hiller FH-227B,556,40,35,5,38,34,4,0,2,No militar,Brazil
1970-03-16,11:30:00,MILITARY - U.S. NAVY,Lockheed EC-121P,5508,31,0,31,23,0,23,0,8,Militar,Ocean
1970-03-26,19:53:00,GRAND CANYON AIRLINES,Piper PA-32,No Data,6,5,1,6,5,1,0,0,No militar,U.S.A.
1970-04-01,04:07:00,AEROFLOT,Antonov AN-24V,79901204,45,40,5,45,40,5,0,0,No militar,Russia
1970-04-01,09:45:00,ROYAL AIR MAROC,Aerospatiale Caravelle 3,032/33,82,76,6,61,56,5,0,21,No militar,Morocco
1970-04-04,20:47:00,AEROFLOT,Ilyushin IL-14P,602111,35,30,5,7,6,1,0,28,No militar,Ukraine
1970-04-21,11:30:00,PHILIPPINE AIR LINES,Hawker Siddeley HS-748-209,1643,36,32,4,36,32,4,0,0,No militar,Philippines
1970-04-25,10:23:00,MILITARY - ITALIAN AIR FORCE,Fairchild C-119G,10948,19,12,7,17,10,7,0,2,Militar,Italy
1970-04-28,09:12:00,TRANS AUSTRALIA AIRLINES,de Havilland Canada DHC-6 Twin Otter 100,6,11,9,2,8,6,2,0,3,No militar,Ocean
1970-05-02,15:49:00,ANTILLEAN AIRLINES,McDonnell Douglas DC-9-33CF,47407/457,63,57,6,23,22,1,0,40,No militar,Ocean
1970-05-04,08:04:00,MILITARY - U.S. AIR FORCE,Convair CV-240,5221,14,0,14,13,0,13,0,1,Militar,U.S.A.
1970-05-06,00:00:00,SOMALI AIRLINES,Vickers 785D Viscount,379,30,26,4,5,5,0,0,25,No militar,Somalia
1970-05-09,00:00:00,PHILIPPINE AIR LINES,Fokker F-27 Friendship 100,10311,33,29,4,1,0,1,0,32,No militar,Philippines
1970-05-09,21:28:00,EXECUTIVE JET SALES INC.,Gates Learjet 23,23-046,6,4,2,6,4,2,0,0,No militar,U.S.A.
1970-05-15,11:49:00,AEROFLOT,Antonov AN-10,9 4 008 02,11,0,11,11,0,11,0,0,No militar,Ocean
1970-05-26,00:00:00,AEROSERVICIOS,de Havilland DH-114 Heron 1B,14009,6,4,2,6,4,2,0,0,No militar,Honduras
1970-05-30,09:30:00,LEHIGH ACRES DEVELOPMENT INC.,Martin 404,14116,33,29,4,1,1,0,5,32,No militar,U.S.A.
1970-06-01,05:12:00,CESKOSLOVENSKE AEROLINIE,Tupolev TU-104A,96601803,13,10,3,13,10,3,0,0,No militar,Libya
1970-06-02,00:00:00,PHILIPPINE AIR LINES,Fokker F-27 Friendship 100,10246,44,40,4,1,1,0,0,43,No militar,Philippines
1970-06-10,00:00:00,MILITARY - LADE,Fokker F-27 Friendship 400M,10411,8,5,3,5,3,2,0,3,Militar,Peru
1970-07-03,14:00:00,REEDER FLYING SERVICE,Douglas DC-3,6156,27,25,2,5,4,1,0,22,No militar,Ocean
1970-07-03,19:05:00,DAN AIR SERVICES,de Havilland Comet 4,06415,112,105,7,112,105,7,0,0,No militar,Spain
1970-07-05,08:09:00,AIR CANADA,McDonnell Douglas DC-8-63,46114/526,109,100,9,109,100,9,0,0,No militar,Canada
1970-07-18,17:20:00,MILITARY - SOVIET AIR FORCE,Antonov AN-22,9340207,23,15,8,23,15,8,0,0,Militar,Ocean
1970-07-27,11:35:00,FLYING TIGER LINE,McDonnell Douglas DC-8-63AF,46005/412,4,0,4,4,0,4,0,0,No militar,Japan
1970-08-03,00:00:00,MILITARY - UNITED STATES NAVY,Lockheed P-3A Orion,185-5129,10,0,10,10,0,10,0,0,Militar,U.S.A.
1970-08-06,02:17:00,PAKISTAN INTERNATIONAL AIRLINES,Fokker F-27 Friendship 200,10163,30,26,4,30,26,4,0,0,No militar,Pakistan
1970-08-09,15:00:00,LINEAS AEREAS NACIONALES SA (PERU),Lockheed 188A Electra,1106,100,91,9,99,91,8,2,1,No militar,Peru
1970-08-12,03:44:00,CHINA AIRLINES (TAIWAN),NAMC YS-11A-219,2110,31,26,5,14,12,2,0,17,No militar,Taiwan
1970-08-26,00:00:00,MILITARY - U.S. ARMY,Boeing Vertol CH47B (helicopter),No Data,32,-1,-1,30,-1,-1,0,2,Militar,Ocean
1970-08-29,14:45:00,INDIAN AIRLINES,Fokker F-27 Friendship 400,10336,39,34,5,39,34,5,0,0,No militar,India
1970-08-30,00:00:00,DUTCH CONTINENTAL AIRWAYS,Britten-Norman BN-2A Islander,111,10,9,1,3,2,1,0,7,No militar,Netherlands
1970-09-02,15:41:00,AEROFLOT,Tupolev Tu-124,1350402,37,32,5,37,32,5,0,0,No militar,Ukraine
1970-09-02,00:00:00,AEROFLOT,Tupolev TU-124,1350502,37,-1,-1,37,-1,-1,0,0,No militar,Ukraine
1970-09-03,21:26:00,AEROFLOT,Yakovlev YAK-40,9910503,21,18,3,21,18,3,0,0,No militar,Ocean
1970-09-08,16:06:00,TRANS INTERNATIONAL AIRLINES,McDonnell Douglas DC-8-63CF,45951/414,11,0,11,11,0,11,0,0,No militar,U.S.A.
1970-09-26,10:56:00,ICELANDAIR,Fokker F-27 Friendship 300,10356,34,30,4,8,7,1,0,26,No militar,Denmark
1970-09-30,00:00:00,AIR VIETNAM (SOUTH VIETNAM),Douglas DC-3-DST,3251,38,34,4,4,1,3,0,34,No militar,Vietnam
1970-10-02,12:00:00,"CHARTER, GOLDEN EAGLE AVIATION INC.",Martin 404,14151,40,37,3,32,30,2,0,8,No militar,U.S.A.
1970-10-02,14:07:00,MILITARY - U.S. AIR FORCE,Lockheed C-130E,4025,43,37,6,43,37,6,0,0,Militar,Taiwan
1970-10-04,15:10:00,PRIVATE,Aero Commander 500-B,No Data,2,1,1,2,1,1,0,0,No militar,U.S.A.
1970-10-06,00:00:00,NATIONAL AIRWAYS,Douglas DC-3,16660/33408,11,9,2,3,2,1,0,8,No militar,South Africa
1970-10-10,21:30:00,SATURN AIRWAYS,Lockheed L-100-20 Hercules,4221,3,0,3,3,0,3,0,0,No militar,U.S.A.
1970-10-28,00:00:00,AEROCOSTA COLOMBIA,Curtiss C-46D,33060,4,1,3,2,0,2,0,2,No militar,Guadeloupe
1970-11-14,19:36:00,SOUTHERN AIRWAYS,McDonnell Douglas DC-9-31,47245/510,75,71,4,75,71,4,0,0,No militar,U.S.A.
1970-11-27,13:30:00,MILITARY - U.S. AIR FORCE,Fairchild C-123K,20236,79,73,6,79,73,6,0,0,Militar,Ocean
1970-11-27,17:05:00,CAPITOL AIRLINES,McDonnell Douglas DC-8-63CF,46060/472,229,219,10,47,46,1,0,182,No militar,U.S.A.
1970-11-29,14:30:00,MILITARY - U.S. AIR FORCE,Fairchild C-123K,No Data,44,39,5,42,37,5,0,2,Militar,Ocean
1970-12-02,16:00:00,CARGOLUX,Canadair CL-44J,36,8,4,4,8,4,4,0,0,No militar,Bangladesh
1970-12-05,06:43:00,JAMAIR,Douglas DC-3,12103,16,12,4,5,2,3,0,11,No militar,India
1970-12-07,00:00:00,TAROM,BAC One-Eleven  424EU,130,27,20,7,19,16,3,0,8,No militar,Romania
1970-12-28,14:42:00,TRANS CARIBBEAN AIRWAYS,Boeing B-727-2A7,20240,55,48,7,2,2,0,0,53,No militar,Ocean
1970-12-31,23:09:00,PAKISTAN INTERNATIONAL AIRLINES,Fokker F-27 Friendship 200,10330,35,31,4,7,7,0,0,28,No militar,Pakistan
1970-12-31,00:00:00,ROUSSEAU AVIATION,Nord 262E,002,31,28,3,31,28,3,0,0,No militar,Algeria
1970-12-31,16:37:00,AEROFLOT,Ilyushin IL-18B,181003603,93,90,3,93,90,3,0,0,No militar,Ocean
1971-01-02,03:25:00,UNITED ARAB AIRLINES,de Havilland Comet 4C,6439,16,8,8,16,8,8,0,0,No militar,Libya
1971-01-09,16:20:00,AMERICAN AIRLINES / PRIVATE,Boeing B-707-323 / Cessna 150,19345 / ?,21,14,7,2,0,2,0,19,No militar,U.S.A.
1971-01-18,15:49:00,BALKAN BULGARIAN AIRLINES,Ilyushin IL-18,186009002,47,39,8,45,38,7,0,2,No militar,Switzerland
1971-01-21,07:35:00,FUERZA AÉREA DEL PERU,Curtiss-Wright C-46,No Data,35,30,5,35,30,5,0,0,No militar,Peru
1971-01-21,09:40:00,L'ARMÉE DE L'AIR,Nord 262A-34,44,21,17,4,21,17,4,0,0,No militar,France
1971-01-22,21:36:00,AEROFLOT,Antonov AN-12B,5343610,14,12,2,14,12,2,0,0,No militar,Ocean
1971-01-23,00:00:00,KOREAN AIRLINES,Fokker F-27 Friendship 500,10428,60,55,5,2,1,1,0,58,No militar,South Korea
1971-01-25,11:45:00,LINEA AEROPOSTAL VENEZOLANA,Vickers Viscount 749,94,47,43,4,13,12,1,0,34,No militar,Venezuela
1971-01-31,04:41:00,AEROFLOT,Antonov AN-10,00347403,7,6,1,7,6,1,0,0,No militar,Russia
1971-02-17,00:00:00,TAM (TRANSPORTES AEREOS MILITARES),Curtiss C-46,26683,12,8,4,12,8,4,0,0,No militar,Ecuador
1971-03-26,20:39:00,JAMAIR,Douglas DC-3,20363,15,11,4,15,11,4,0,0,No militar,India
1971-03-31,06:33:00,WESTERN AIRLINES,Boeing B-720-047B,19439,5,0,5,5,0,5,0,0,No militar,U.S.A.
1971-03-31,12:59:00,AEROFLOT,Antonov An-10,8400701,65,57,8,65,57,8,0,0,No militar,Ukraine
1971-04-15,07:00:00,MILITARY - PHILIPPINE AIR FORCE,Douglas C-47A,13136,40,36,4,39,35,4,0,1,Militar,Philippines
1971-04-22,17:01:00,NEW ENGLAND AVIAITON,Beechcraft C35,No Data,4,3,1,4,3,1,0,0,No militar,U.S.A.
1971-05-11,00:00:00,AVIATECA,Curtiss C-46A-55-CK,121,35,32,3,5,2,3,0,30,No militar,Guatemala
1971-05-23,20:00:00,AVIOGENEX (YUGOSLAVIA),Tupolev TU-134A,1351205,83,76,7,78,75,3,0,5,No militar,Ocean
1971-05-25,04:26:00,AEROLINEAS FLECHA AUSTRAL - ALFA,Curtiss C-46,50,4,2,2,4,2,2,0,0,No militar,Chile
1971-05-28,11:08:00,PRIVATE,Aero Commander 680E,491-161,6,5,1,6,5,1,0,0,No militar,U.S.A.
1971-06-06,17:11:00,HUGHES AIRWEST  / MILITARY - US MARINE AIR CORPS,McDonnell Douglas DC-9-31 / F4-B,47441/503 / ?,51,44,7,50,44,6,0,1,Militar,U.S.A.
1971-06-07,08:49:00,ALLEGHENY AIRLINES,Convair CV-580,384,31,28,3,28,26,2,0,3,No militar,U.S.A.
1971-06-13,13:30:00,MILITARY - U.S. AIR FORCE,Boeing - EC-135N,18238,24,20,4,24,20,4,0,0,Militar,Ocean
1971-06-17,14:30:00,SAVCO,Douglas DC-6,43043/83,6,4,2,6,4,2,0,0,No militar,Chile
1971-06-28,18:00:00,SHELTER COVE SEA PARK,Douglas DC-3,4642,24,21,3,17,15,2,0,7,No militar,U.S.A.
1971-07-03,18:10:00,TOA DOMESTIC AIRLINE (JAPAN),NAMC YS-11A-227,2134,68,64,4,68,64,4,0,0,No militar,Japan
1971-07-24,00:00:00,AIR IVOIRE,Douglas DC-3,20505,6,4,2,6,4,2,0,0,No militar,Mali
1971-07-25,13:21:00,PAN AMERICAN WORLD AIRWAYS,Boeing 707-321CF,No Data,4,0,4,4,0,4,0,0,No militar,Philippines
1971-07-25,08:35:00,AEROFLOT,Tupolev TU-104B,820202,126,118,8,97,93,4,0,29,No militar,Russia
1971-07-30,15:00:00,MILITARY - FRENCH AIR FORCE,Nord 2501 Noratlas,No Data,39,36,3,37,34,3,0,2,Militar,France
1971-07-30,14:00:00,ALL NIPPON AIRWAYS /  JAPANESE AIR FORCE,Boeing B-727-281 / Air Force F86F,20436/788,164,155,9,163,155,8,0,1,No militar,Japan
1971-07-30,14:29:00,PAN AMERICAN WORLD AIRWAYS,Boeing B-747-121,19639/2,218,197,21,0,0,0,0,218,No militar,U.S.A.
1971-08-18,09:40:00,MILITARY - U.S. ARMY,Boeing Vertol CH-47A (helicopter),No Data,37,32,5,37,32,5,0,0,Militar,Ocean
1971-08-19,20:40:00,DOWNEAST AIRLINES,Piper PA-31,31-422,8,7,1,3,2,1,0,5,No militar,U.S.A.
1971-08-28,18:52:00,MALEV HUNGARIAN AIRLINES,Ilyushin IL-18D,181992903,34,25,9,32,23,9,0,2,No militar,Denmark
1971-09-04,11:15:00,ALASKA AIRLINES,Boeing B-727-193,19304/287,111,104,7,111,104,7,0,0,No militar,U.S.A.
1971-09-06,18:21:00,PAN INTERNATIONAL,BAC One-Eleven 515FB,207,121,115,6,22,21,1,0,99,No militar,Germany
1971-09-16,00:00:00,YEMEN AIRLINES,Douglas DC-3,9334,5,3,2,5,3,2,0,0,No militar,Russia
1971-09-16,11:43:00,MALEV HUNGARIAN AIRLINES,Tupolev TU-134A,9350801,49,41,8,49,41,8,0,0,No militar,Ukraine
1971-09-17,07:30:00,BALKAN BULGARIAN AIRLINES,Antonov An-14,601609,9,7,2,9,6,2,0,0,No militar,Bulgaria
1971-09-28,12:00:00,CRUZEIRO,Douglas DC-3,4977,32,28,4,32,28,4,0,0,No militar,Brazil
1971-10-02,11:10:00,BRITISH EUROPEAN AIRWAYS,Vickers Vanguard 951,706,63,55,8,63,55,8,0,0,No militar,Belgium
1971-10-10,20:17:00,AEROFLOT,Tupolev TU-104B,021603,25,18,7,25,18,7,0,0,No militar,Russia
1971-10-16,09:45:00,SCENIC AIR LINES,Cessna 402,No Data,10,9,1,10,9,1,0,0,No militar,U.S.A.
1971-10-17,00:00:00,AEROLINEAS TAO,Douglas C-47A,19348,21,17,4,19,15,4,0,2,No militar,Colombia
1971-10-21,11:20:00,CHICAGO AND SOUTHERN AIRLINES,Beech E18S,BA-211,16,14,2,16,14,2,0,0,No militar,U.S.A.
1971-10-23,00:00:00,MILITARY - VIETNAMESE AIR FORCE,Douglas C-47,No Data,23,20,3,22,19,3,0,1,Militar,Ocean
1971-10-24,22:15:00,MONMOUTH AIRWAYS,Beechcraft B99,U-44,8,6,2,4,2,2,0,4,No militar,U.S.A.
1971-11-09,05:40:00,MILITARY - ROYAL AIR FORCE,Lockheed C-130K Hercules,4243,52,46,6,52,46,6,0,0,Militar,Italy
1971-11-10,00:00:00,MERPATI NUSANTARA AIRLINES,Vickers Viscount 828,448,69,62,7,69,62,7,0,0,No militar,Indonesia
1971-11-12,11:25:00,AEROFLOT,Antonov AN-24,67302306,48,43,5,48,43,5,0,0,No militar,Russia
1971-11-21,21:50:00,CHINA AIRLINES (TAIWAN),Sud Aviation SE-210 Caravelle III,122,25,17,8,25,17,8,0,0,No militar,Taiwan
1971-11-28,13:30:00,MILITARY - U.S. ARMY,Boeing Vertol CH-47C,No Data,34,29,5,34,29,5,0,0,Militar,Ocean
1971-12-01,21:48:00,AEROFLOT,Antonov AN-24,57301801,57,53,4,57,53,4,0,0,No militar,Russia
1971-12-04,13:46:00,EASTERN AIR LINES,Douglas DC-9-31 /Cessna 206,47166/265 / ?,29,24,5,2,1,1,0,27,No militar,U.S.A.
1971-12-06,00:00:00,SUDAN AIRWAYS,Fokker F-27 Friendship 200,10238,42,37,5,10,9,1,0,32,No militar,Sudan
1971-12-09,12:25:00,INDIAN AIRLINES,HAL-748-224 Srs.2,512,31,27,4,21,17,4,0,10,No militar,India
1971-12-21,23:32:00,BALKAN BULGARIAN AIRLINES,Ilyushin IL-18B,185008104,73,62,11,28,26,2,0,45,No militar,Bulgaria
1971-12-24,12:36:00,LINEAS AEREAS NACIONALES SA (PERU),Lockheed 188A Electra,1086,92,86,6,91,85,6,0,1,No militar,Peru
1972-01-06,15:35:00,SAESA,Hawker Siddeley HS-748-230 Srs. 2A,1598,23,18,5,23,18,5,0,0,No militar,Mexico
1972-01-07,12:10:00,IBERIA AIRLINES,Sud-Aviation Caravelle VI-R,163,104,98,6,104,98,6,0,0,No militar,Spain
1972-01-21,00:00:00,LINEAS AÉREAS LA URRACA,Vickers Viscount 837,442,20,15,5,20,15,5,0,0,No militar,Colombia
1972-01-21,10:30:00,MILIITARY - SATENA,Douglas C-47,No Data,39,36,3,39,36,3,0,0,No militar,Colombia
1972-01-26,16:10:00,JAT YUGOSLAV AIRLINES,McDonnell Douglas DC-9-32,47482/592,28,23,5,27,23,4,0,1,No militar,Czech Republic
1972-02-01,00:00:00,ROYAL AIR LAOS/PENAS,Douglas DC-6,43126/132,9,6,3,6,5,1,0,3,No militar,Indonesia
1972-02-04,00:00:00,AIR AMERICA,de Havilland Canada C-7A Caribou,51,38,34,4,1,0,1,0,37,No militar,Laos
