accidente,hora,operador,tipo de aeronave,modelo,personas a bordo,pasajeros a bordo,tripulantes a bordo,total de fallecidos,pasajeros fallecidos,tripulantes fallecidos,afectados en tierra,sobrevivientes,militar,país
1965-10-18,16:30:00,INTERNATIONAL CONTROL COMMISION,Boeing 307 Stratoliner B-1,1996,13,9,4,13,9,4,0,0,No militar,Vietnam
1965-10-20,10:33:00,PHILIPPINE AIR LINES,Douglas DC-3,13403,37,34,3,1,1,0,0,36,No militar,Philippines
1965-10-27,01:23:00,BRITISH EUROPEAN AIRWAYS,Vickers Vanguard 951,708,36,30,6,36,30,6,0,0,No militar,Ocean
1965-11-02,00:00:00,MILITARY - FRENCH AIR FORCE,Douglas C-47A,20876,30,25,5,30,25,5,0,0,Militar,Ocean
1965-11-03,07:30:00,MILITARY - ARGENTINE AIR FORCE,Douglas C-54,983,68,59,9,68,59,9,0,0,Militar,Costa Rica
1965-11-08,19:02:00,AMERICAN AIRLINES,Boeing B-727-23,18901/153,62,56,6,58,53,5,0,4,No militar,U.S.A.
1965-11-08,12:25:00,AEROLINEAS TAO,Douglas C-47DL,4402,30,25,5,30,25,5,0,0,No militar,Colombia
1965-11-10,15:57:00,AEROFLOT,Tupolev TU-124,5351801,64,57,7,32,30,2,0,32,No militar,Russia
1965-11-11,17:52:00,UNITED AIR LINES,Boeing B-727-22,18322/130,91,85,6,43,43,0,0,48,No militar,U.S.A.
1965-11-14,17:21:00,PAUL KELLY FLYING SERVICE INC.,Learjet 23,23-063,8,6,2,8,6,2,0,0,No militar,U.S.A.
1965-11-27,07:15:00,EDDE AIRLINES,Douglas C-53-DO (DC-3A),4848,13,9,4,13,9,4,0,0,No militar,U.S.A.
1965-12-04,16:18:00,TRANS WORLD AIRLINES / EASTERN AIR LINES,Boeing B-707-131B / L1049C Constellation,18387/286  / 4526,112,100,12,4,3,1,0,108,No militar,U.S.A.
1965-12-07,18:40:00,SPANTAX,Douglas DC-3,13474,32,28,4,32,28,4,0,0,No militar,Ocean
1965-12-11,15:00:00,MILITARY - U.S. AIR FORCE,Fairchild C-123C,20260,85,81,4,85,81,4,0,0,Militar,Ocean
1965-12-16,17:22:00,AIR MANILA,Douglas DC-3A,18,21,18,3,2,0,2,0,19,No militar,Philippines
1966-01-01,00:00:00,GARUDA  INDONESIA AIRLINES / GARUDA INDONESIA AIRLINES,Douglas DC-3 / Douglas DC-3,13463 / 19719,34,26,8,34,26,8,0,0,No militar,Indonesia
1966-01-01,05:30:00,AEROFLOT,Ilyushin IL-14P,602108,23,18,5,23,18,5,0,0,No militar,Russia
1966-01-09,18:22:00,SATENA,DC3(C47),No Data,11,11,2,11,11,2,0,0,No militar,Colombia
1966-01-14,15:07:00,AEROFLOT,Antonov AN-2,1122 473 05,11,9,2,11,9,2,0,0,No militar,Uzbekistan
1966-01-15,20:55:00,AVIANCA,Douglas DC-6-54B,18325,64,60,4,56,52,4,0,8,No militar,Colombia
1966-01-17,10:30:00,MILITARY - US AIR FORCE,Boeing B52 Stratofortress/Boeing KC 135A,464324/18180,11,0,11,7,0,7,0,4,Militar,Spain
1966-01-22,00:00:00,COHATA,Douglas DC-3,No Data,35,28,7,30,23,7,0,5,No militar,Haiti
1966-01-24,08:02:00,AIR INDIA,Boeing B-707-437,18055/200,117,106,11,117,106,11,0,0,No militar,Switzerland
1966-01-25,10:15:00,MILITARY - U.S. AIR FORCE,Fairchild C-123B,20151,46,42,4,46,42,4,0,0,Militar,Ocean
1966-01-28,17:50:00,LUFTHANSA,Convair CV-440-0,464,46,42,4,46,42,4,0,0,No militar,Germany
1966-02-04,19:00:00,ALL NIPPON AIRWAYS,Boeing B-727-81,18822/126,133,126,7,133,126,7,0,0,No militar,Japan
1966-02-07,11:55:00,INDIAN AIRLINES,Fokker F-27 Friendship 200,10271,37,33,4,37,33,4,0,0,No militar,India
1966-02-15,00:00:00,INDIAN AIRLINES,Sud Aviation SE-210 Caravelle VIN,130,80,73,7,2,2,0,0,78,No militar,India
1966-02-16,01:38:00,AEROFLOT,Tupolev Tu-114,64M472,66,47,19,21,8,13,0,45,No militar,Russia
1966-02-16,16:35:00,AEROFLOT,Ilyushin II-14,7343609,26,18,8,26,18,8,0,0,No militar,Russia
1966-02-18,02:04:00,BELGIAN INTERNATIONAL AIR SERVICES,Douglas DC-6B,43829/351,4,1,3,4,1,3,0,0,No militar,Italy
1966-03-04,20:15:00,CANADIAN PACIFIC AIR LINES,McDonnell Douglas DC-8-43,45761/237,72,62,10,64,54,10,0,8,No militar,Japan
1966-03-05,14:15:00,BRITISH OVERSEAS AIRWAYS,Boeing B-707-436,17706/113,124,113,11,124,113,11,0,0,No militar,Japan
1966-03-10,00:00:00,TRANS MEDITERRANEAN AIRWAYS,Douglas DC-6A,45504/1009,5,0,5,5,0,5,0,0,No militar,Greece
1966-03-10,17:14:00,PACIFIC WESTERN,Grumman G-21A,B-32,7,6,1,6,6,0,0,1,No militar,U.S.A.
1966-03-18,18:40:00,UNITED ARAB AIRLINES,Antonov AN-24B,57302009,30,25,5,30,25,5,0,0,No militar,Egypt
1966-03-20,00:00:00,SERVICIOS AMERICANOS,Curtiss C-46F,22473,2,0,2,2,0,2,0,0,No militar,Paraguay
1966-04-22,20:30:00,AMERICAN FLYERS AIRLINE,Lockheed 188C Electra,1136,98,93,5,83,78,5,0,15,No militar,U.S.A.
1966-04-23,08:03:00,AEROFLOT,Ilyushin IL-14,146000310,33,28,5,33,28,5,0,0,No militar,Azerbaijan
1966-04-27,08:05:00,LANSA,Lockheed 749A Constellation,2521,49,43,6,49,43,6,0,0,No militar,Peru
1966-05-04,08:00:00,MILITARY - U.S. ARMY,Boeing CH47A (helicopter),No Data,20,17,3,20,17,3,0,0,Militar,Ocean
1966-06-20,00:00:00,NORAIR,Curtis C-46E-1-CS Commando,2941,2,0,2,2,0,2,0,0,No militar,Canada
1966-06-29,12:04:00,PHILIPPINE AIR LINES,Douglas DC-3,20573,26,24,2,24,22,2,0,2,No militar,Philippines
1966-07-04,15:59:00,AIR NEW ZEALAND,Douglas DC-8-52,45751/231,5,0,5,2,0,2,0,3,No militar,New Zealand
1966-07-11,00:00:00,AEROPESCA COLOMBIA,Curtiss C-46D,33215,8,0,8,8,0,8,0,0,No militar,Chile
1966-07-11,20:50:00,ALAMO AIRWAYS,de Havilland 104-6A,04449,3,2,1,3,2,1,0,0,No militar,U.S.A.
1966-07-15,00:00:00,MILITARY - PAKISTAN AIR FORCE,Lockheed C-130B Hercules,3768,10,0,10,10,0,10,0,0,Militar,Pakistan
1966-07-24,18:27:00,PRIVATE - MAINLINE AVIATION,Beechcraft H50,No Data,4,3,1,4,3,1,0,0,No militar,U.S.A.
1966-08-03,00:00:00,LLOYD AÉREO BOLIVIANO,Curtiss C-46D,33457,3,0,3,3,0,3,0,0,No militar,Bolivia
1966-08-06,23:12:00,BRANIFF AIRLINES,BAC One-Eleven 203AE,070,42,38,4,42,38,4,0,0,No militar,U.S.A.
1966-08-11,00:00:00,TAROM,Ilyushin IL-14,18428005,24,20,4,24,20,4,0,0,No militar,Romania
1966-08-17,18:30:00,AEROVIAS HALCON,Curtiss C-46F-1-CU,22534,16,12,4,1,0,1,0,15,No militar,Argentina
1966-08-17,00:00:00,MILITARY - U.S. MARINE CORPS,Chance Vought F-8E,No Data,1,0,1,0,0,0,33,1,Militar,Ocean
1966-08-21,10:35:00,ALASKA COASTAL AIRLINES,Grumman G-21 Goose,1114,9,8,1,9,8,1,0,0,No militar,U.S.A.
1966-09-01,00:47:00,BRITANNIA AIRWAYS,Bristol Britannia 102,12903,117,110,7,98,92,6,0,19,No militar,Slovenia
1966-09-04,00:00:00,INDIAN AIRLINES,Sud Aviation SE-210 Caravelle,134,4,0,4,4,0,4,0,0,No militar,Ocean
1966-09-16,08:25:00,IBERIA AIRLINES,Douglas DC-3,19410,27,24,3,1,1,0,0,26,No militar,Spain
1966-09-22,03:15:00,AVIANCA,Douglas DC-4,42929,2,0,2,2,0,2,0,0,No militar,Colombia
1966-09-22,13:03:00,ANSETT ANA,Vickers Viscount 832,416,24,20,4,24,20,4,0,0,No militar,Australia
1966-10-01,19:10:00,WEST COAST AIRLINES,McDonnell Douglas DC-9-14,45794/52,18,13,5,18,13,5,0,0,No militar,U.S.A.
1966-10-04,00:00:00,MILITARY - U.S. ARMY,de Havilland Canada CV-2B Caribou,209,32,28,4,14,10,4,0,18,Militar,Vietnam
1966-10-08,13:30:00,PETROLEUM HELICOPTER,Bell 204B helicopter,2041,11,10,1,11,10,1,0,0,No militar,U.S.A.
1966-11-11,01:43:00,MILITARY - U.S. AIR FORCE,Lockheed EC-121H,4413,19,15,4,19,15,4,0,0,Militar,U.S.A.
1966-11-13,20:30:00,ALL NIPPON AIRWAYS,NAMC-YS-11-111,2023,50,45,5,50,45,5,0,0,No militar,Japan
1966-11-15,02:42:00,PAN AMERICAN AIRWAYS,Boeing 727-21,18995/221,3,0,3,3,0,3,0,0,No militar,Germany
1966-11-20,06:06:00,PIEDMONT AIRLINES,Martin 404,14170,3,0,3,3,0,3,0,0,No militar,U.S.A.
1966-11-22,12:20:00,ADEN AIRWAYS,Douglas DC-3,4284,30,27,3,30,27,3,0,0,No militar,Yemen
1966-11-24,16:30:00,TRANSPORTNO AVIATSIONNO BULGARO-SOVIET OBSHCHESTVO,Ilyushin IL-18B,184007101/356,82,74,8,82,74,8,0,0,No militar,Ocean
1966-11-26,19:20:00,MILITARY - U.S. AIR FORCE,Douglas C-47D,No Data,31,25,6,31,25,6,0,0,Militar,Ocean
1966-11-26,14:24:00,SATENA,Consolidated  PBY-5A Catalina,No Data,13,10,3,12,9,3,0,1,No militar,Colombia
1966-12-02,00:00:00,AEROFLOT,Tupolev TU-114B,88411,21,13,8,21,13,8,0,0,No militar,Russia
1966-12-18,02:55:00,AEROCONDOR DE COLOMBIA,Lockheed L-1649A Starliner,1002,59,52,7,17,13,4,0,42,No militar,Colombia
1966-12-24,09:56:00,AVIANCA,Douglas C-47A-80-DL,19630,29,26,3,29,26,3,0,0,No militar,Colombia
1966-12-24,19:15:00,FLYING TIGER LINE,Canadair CL-44D4-1,31,4,0,4,4,0,4,125,0,No militar,Vietnam
1967-02-06,00:00:00,SYRIAN ARAB AIRLINES,Douglas DC-3,33559,19,-1,-1,1,-1,-1,0,18,No militar,Syria
1967-02-07,00:00:00,MISRAIR,Antonov AN-24,No Data,30,-1,-1,30,-1,-1,0,0,No militar,Ocean
1967-02-09,05:15:00,CUBANA DE AVIACION,Antonov AN-12,401504,10,6,4,10,6,4,0,0,No militar,Mexico
1967-02-16,13:21:00,GARUDA INDONESIA AIRLINES,Lockheed L-188C Electra,2021,63,55,8,22,22,0,0,41,No militar,Indonesia
1967-02-20,08:45:00,SAHSA AIRLINES,Douglas DC-6,42894/56,55,50,5,4,4,0,0,51,No militar,Honduras
1967-02-28,19:18:00,PHILIPPINE AIR LINES,Fokker F-27 Friendship 100,10147,20,16,4,12,8,4,0,8,No militar,Philippines
1967-03-05,20:07:00,LAKE CENTRAL AIRLINES,Convair CV-580,023,38,35,3,38,35,3,0,0,No militar,U.S.A.
1967-03-05,02:56:00,VARIG,McDonnell Douglas DC-8-33,45253/5,90,71,19,51,50,1,5,39,No militar,Liberia
1967-03-08,00:00:00,COMPAGNIE AIR TRANSPORT,AT L98 Carvair,4,6,0,6,4,0,4,7,2,No militar,Pakistan
1967-03-09,11:54:00,TRANS WORLD AIRLINES / PRIVATE,MD Douglas DC-9-15 / Beechcraft Baron-55,45777/80 / N6127V,26,21,5,26,21,5,0,0,No militar,U.S.A.
1967-03-10,16:20:00,MILITARY - U.S. NAVY,Douglas C-47J,33262,25,21,4,25,21,4,0,0,Militar,Ocean
1967-03-10,05:03:00,WEST COAST AIRLINES,Fairchild F-27,73,4,1,3,4,1,3,0,0,No militar,U.S.A.
1967-03-11,16:00:00,AERALPI,de Havilland Canada DHC-6 Twin Otter 100,30,5,3,2,4,2,2,0,1,No militar,Italy
1967-03-12,14:28:00,AEROFLOT,Ilyushin IL-14P,6341801,19,15,4,15,11,4,0,4,No militar,Russia
1967-03-13,17:10:00,SOUTH AFRICAN AIRWAYS,Vickers Viscount 818,317,25,20,5,25,20,5,0,0,No militar,South Africa
1967-03-30,00:50:00,DELTA AIR LINES,McDonnell Douglas DC-8-51,45409/19,6,0,6,6,0,6,13,0,No militar,U.S.A.
1967-04-02,00:00:00,CARIBBEAN AIRLINES,Lockheed 18 Lodestar,2625,5,2,3,5,2,3,0,0,No militar,Peru
1967-04-11,20:14:00,AIR ALGERIE,Douglas DC-4,3065,39,33,6,35,29,6,0,4,No militar,Algeria
1967-04-17,17:40:00,MILITARY - IMPERIAL IRANIAN AIR FORCE,Lockheed C-130B,4118,23,14,9,23,14,9,0,0,Militar,Iran
1967-04-20,01:13:00,GLOBE AIR,Bristol Britannia 175,13232,130,120,10,126,117,9,0,4,No militar,Cyprus
1967-04-26,00:00:00,AVIANCA,Douglas DC-3,4631,18,16,2,17,15,2,0,1,No militar,Colombia
1967-04-27,17:10:00,PELITA AIR SERVICE,Fokker F-27 Friendship 400,10306,21,18,3,19,16,3,0,2,No militar,Philippines
1967-05-01,16:20:00,GREYLOCK AIRWAYS / PRIVATE,de Havilland DH-104 / Piper PA-28,No Data,14,11,3,3,1,2,0,11,No militar,U.S.A.
1967-05-15,00:00:00,NORDAIR,Curtiss C-46T,30200,4,2,2,4,2,2,0,0,No militar,Canada
1967-05-19,18:37:00,AIR CANADA,Douglas DC-8-54F,45653/178,3,0,3,3,0,3,0,0,No militar,Canada
1967-06-03,23:06:00,AIR FERRY LTD,Douglas C54A,10279,88,83,5,88,83,5,0,0,No militar,France
1967-06-04,10:09:00,BRITISH MIDLAND AIRWAYS,Canadair C-4 Argonaut,153,84,79,5,72,69,3,0,12,No militar,Ocean
1967-06-11,00:00:00,SAUDI ARABIAN AIRLINES,Douglas DC-3,15235/26680,18,15,3,17,14,3,0,1,No militar,Saudi Arabia
1967-06-12,00:00:00,AERONAVES DE MEXICO,Douglas DC-3A-197D,3260,4,0,4,3,0,3,2,1,No militar,Mexico
1967-06-12,17:58:00,AER TURAS,Bristol 170 Freighter 31E,13076,2,0,2,2,0,2,0,0,No militar,Ireland
1967-06-15,05:00:00,MILITARY - BRAZILIAN AIR FORCE,Douglas C-47,No Data,25,20,5,20,16,4,0,5,Militar,Brazil
1967-06-17,19:30:00,MILITARY - U.S. AIR FORCE,Lockheed C-130B,3591,56,49,7,35,35,0,0,21,Militar,Ocean
1967-06-23,13:47:00,MOHAWK AIRLINES,BAC One Eleven 204AF,098,34,30,4,34,30,4,0,0,No militar,U.S.A.
1967-06-23,09:00:00,MILITARY - U.S. MARINE CORPS/MILITARY - U.S. MARINE CORPS,Bell UH-1B / Sikorsky CH53A helicopters,No Data,35,-1,-1,22,-1,-1,0,13,Militar,U.S.A.
1967-06-24,00:00:00,SAUDI ARABIAN AIRLINES,Douglas DC-3,No Data,17,14,3,16,13,3,0,1,No militar,Saudi Arabia
1967-06-30,16:10:00,THAI INTERNATIONAL,Sud Aviation SE-210 Caravelle III,025/24,80,73,7,24,24,0,0,56,No militar,Hong Kong
1967-07-06,18:43:00,PHILIPPINE AIR LINES,Fokker F-27 Friendship 100,10285,21,17,4,21,17,4,0,0,No militar,Philippines
1967-07-19,11:01:00,PIEDMONT AIRLINES / PRIVATE,Boeing B-727-22 / Cessna 310,18295/4 / ?,82,77,5,82,77,5,0,0,No militar,U.S.A.
1967-07-19,12:01:00,AIR MADAGASCAR,Douglas DC-4-1009,42991,42,39,3,42,39,3,0,0,No militar,Ocean
1967-07-25,10:30:00,VEHU AKAT,Douglas DC-3,No Data,16,13,3,16,13,3,0,0,No militar,Laos
1967-07-25,00:00:00,TAIWAN AVIATION,Douglas DC-3,No Data,18,15,3,18,15,3,0,0,No militar,Laos
1967-09-05,02:40:00,CESKOSLOVENSKE AEROLINIE,Ilyushin IL-18,187009705,69,61,8,37,33,4,0,32,No militar,Canada
1967-10-08,09:40:00,MILITARY - U.S. AIR FORCE,Lockheed C130B,3692,23,18,5,23,18,5,0,0,Militar,Ocean
1967-10-12,07:25:00,BRITISH EUROPEAN AIRWAYS,de Havilland Comet 4B,06449,66,59,7,66,59,7,0,0,No militar,Greece
1967-10-24,00:00:00,CHINA AIRLINES (TAIWAN),Douglas DC-3,No Data,16,13,3,16,13,3,0,0,No militar,Ocean
1967-11-03,11:30:00,SADIA,Handley Page HPR-7 Herald 214,190,25,20,5,21,16,5,0,4,No militar,Brazil
1967-11-04,22:02:00,IBERIA AIRLINES,Sud Aviation Caravelle 10R,202/204,37,30,7,37,30,7,0,0,No militar,Ocean
1967-11-05,10:35:00,CATHAY PACIFIC AIRWAYS,Convair CV-880-22M-3,22-00-37,127,116,11,1,1,0,0,126,No militar,Hong Kong
1967-11-06,18:41:00,TRANS WORLD AIRLINES,Boeing B-707-131,17669/43,36,29,7,1,1,0,0,35,No militar,U.S.A.
1967-11-16,21:03:00,AEROFLOT,Ilyushin IL-18B,184007002,107,99,8,107,99,8,0,0,No militar,Russia
1967-11-20,20:57:00,TRANS WORLD AIRLINES,Convair CV-880-22-1,22-00-27,82,75,7,70,65,5,0,12,No militar,U.S.A.
1967-11-30,14:30:00,MILITARY - U.S. AIR FORCE,de Havilland Canada C-7A Caribou,No Data,26,22,4,26,22,4,0,0,Militar,Ocean
1967-12-07,00:00:00,LAO CATHAY AIRLINES,Douglas DC-3,No Data,12,2,10,10,2,8,0,2,No militar,Laos
1967-12-08,00:00:00,FAUCETT,Douglas DC-C-54A,10284,72,66,6,72,66,6,0,0,No militar,Peru
1967-12-10,15:25:00,PRIVATE,Beechcraft 18H,BA-623,8,7,1,7,6,1,0,1,No militar,U.S.A.
1967-12-21,16:00:00,FRONTIER AIRLINES,Douglas C-47A,19202,2,0,2,2,0,2,0,0,No militar,U.S.A.
1967-12-25,13:49:00,THAI AIRWAYS,Douglas DC-3,9189,31,28,3,4,2,2,0,27,No militar,Thailand
1967-12-30,08:28:00,AEROFLOT,Antonov AN-24B,67302909,51,46,5,44,41,3,0,7,No militar,Latvia
1968-01-06,18:27:00,AEROFLOT,Antonov An-24B,69901001,46,39,6,45,39,6,0,1,No militar,Russia
1968-01-08,17:00:00,MILITARY - U.S. MARINE CORPS,Sikorsky CH-53A (helicopter),No Data,42,37,5,42,37,5,0,0,Militar,Ocean
1968-01-10,14:00:00,MILITARY - U.S. MARINE CORPS,Douglas C-54P,10427,19,12,7,19,12,7,0,0,Militar,U.S.A.
1968-01-15,07:54:00,UNITED ARAB AIRLINES,Douglas DC-3,No Data,4,0,4,4,0,4,0,0,No militar,Egypt
1968-01-27,00:00:00,AIR COMORES,de Havilland DH-114 Heron 1B,14040,16,15,1,15,14,1,0,1,No militar,Ocean
1968-02-07,05:58:00,CANADIAN PACIFIC AIR LINES,Boeing B-707-138B,17698/44,61,52,9,1,0,1,1,60,No militar,Canada
1968-02-07,15:00:00,MILITARY - INDIAN AIR FORCE,Antonov AN-12BP,024003,102,98,4,102,98,4,0,0,Militar,Ocean
1968-02-16,21:20:00,CIVIL AIR TRANSPORT,Boeing B-727-92C,19175/339,63,52,11,21,18,3,1,42,No militar,Taiwan
1968-02-24,00:00:00,ROYAL AIR LAO,Douglas DC-3,26696,37,34,3,37,34,3,0,0,No militar,Laos
1968-02-29,22:43:00,AEROFLOT,Ilyushin IL-18D,187010601,84,75,9,83,74,9,0,1,No militar,Russia
1968-03-05,08:00:00,MILITARY - U.S. AIR FORCE,Fairchild C-123K,20039,49,45,4,49,45,4,0,0,Militar,Ocean
1968-03-06,20:32:00,AIR FRANCE,Boeing B-707-328C,19724,63,52,11,63,52,11,0,0,No militar,Guadeloupe
1968-03-08,19:18:00,AIR MANILA,Fairchild F-27,0019,14,10,4,14,10,4,0,0,No militar,Philippines
1968-03-09,23:17:00,MILITARY - FRENCH AIR FORCE,Douglas DC6B,43748/314,20,12,8,19,12,7,0,1,Militar,Reunion
1968-03-24,10:59:00,AER LINGUS,Vickers Viscount 803,178,61,57,4,61,57,4,0,0,No militar,Ireland
1968-03-27,17:57:00,OZARK AIR LINES / PRIVATE,McDonnell Douglas DC-9 and Cessna 150F,45772/30,51,45,6,2,1,1,0,49,No militar,U.S.A.
1968-03-27,10:31:00,MILITARY - RUSSIAN AIR FORCE,MiG-15 UTI,No Data,2,0,2,2,0,2,0,0,Militar,Russia
1968-04-08,15:35:00,BRITISH OVERSEAS AIRWAYS,Boeing B-707-465,18373,127,116,11,5,4,1,0,122,No militar,Ocean
1968-04-08,00:00:00,LADECO,Douglas DC-3,6330,36,33,3,36,33,3,0,0,No militar,Chile
1968-04-10,00:00:00,AEROVIAS ROJAS,Douglas DC-3,7339,18,14,4,18,14,4,0,0,No militar,Mexico
1968-04-19,10:45:00,MILITARY - U.S. ARMY / MILITARY - U.S. ARMY,Bell UH-1H / Bell UH-1H (helicopter),No Data,26,-1,-1,26,-1,-1,0,0,Militar,Ocean
1968-04-20,20:50:00,SOUTH AFRICAN AIRWAYS,Boeing B-707-344C,19705,128,116,12,123,111,12,0,5,No militar,Namibia
1968-04-30,00:00:00,MILITARY - PAKISTAN AIR FORCE,Lockheed Martin L-100-10,No Data,22,18,4,22,18,4,0,0,Militar,Ocean
1968-05-03,15:48:00,BRANIFF AIRLINES,Lockheed L188A Electra,1099,85,80,5,85,80,5,0,0,No militar,U.S.A.
1968-05-12,07:20:00,MILITARY - U.S. AIR FORCE,Lockheed C-130B Hercules,3600,155,149,6,155,149,6,0,0,Militar,Vietnam
1968-05-22,16:51:00,LOS ANGELES AIRWAYS,Sikorsky S-61L helicopter,No Data,23,20,3,23,20,3,0,0,No militar,U.S.A.
1968-05-28,02:44:00,GARUDA INDONESIA AIRLINES,Convair CV-990-30A-5,30-10-3,29,15,14,29,15,14,1,0,No militar,India
1968-06-12,00:58:00,PAN AMERICAN WORLD AIRWAYS,Boeing B-707-321C,18790/394,63,53,10,6,5,1,0,57,No militar,India
1968-06-18,16:50:00,RINALDO PIAGGIO,Piaggio PD-808,503,6,5,1,6,5,1,0,0,No militar,Spain
1968-06-25,07:30:00,MILITARY - U.S. ARMY,Bell UH-1H / Bell UH-1H / Bell UH-1H,No Data,29,-1,-1,29,-1,-1,0,0,Militar,Ocean
1968-06-28,12:46:00,PURDUE AIRLINES INC.,Douglas DC-3 (C-47-DL),20082,27,23,4,1,1,0,0,26,No militar,U.S.A.
1968-07-03,00:00:00,BKS AIR TRANSPORT,Airspeed AS.57 Ambassador 2,5211,8,0,8,6,0,6,0,2,No militar,Ocean
1968-07-08,00:00:00,SAUDI ARABIAN AIRLINES,Convair CV-340-68B,219,11,8,3,11,8,3,0,0,No militar,Saudi Arabia
1968-07-13,00:00:00,SABENA,Boeing 707-329C,19211/518,7,2,5,7,2,5,0,0,No militar,Nigeria
1968-07-15,00:00:00,VARIG,Curtiss C-46C,33481,3,0,3,3,0,3,0,0,No militar,Brazil
1968-07-18,00:00:00,AEROLINEAS FLECHA AUSTRAL,Curtiss C-46D,33445,5,0,5,5,0,5,0,0,No militar,Ocean
1968-08-02,14:06:00,ALITALIA,McDonnell Douglas DC-8,45630,95,85,10,13,13,0,0,82,No militar,Italy
1968-08-04,08:48:00,NORTH CENTRAL AIRLINES / PRIVATE,Convair CV-580 / Cessna 150,176 / ?,15,10,5,3,2,1,0,12,No militar,U.S.A.
1968-08-09,13:05:00,BRITISH EAGLE INTERNATIONAL AIRLINES,Vickers Viscount 739A,394,48,44,4,48,44,4,0,0,No militar,Germany
1968-08-10,07:57:00,PIEDMONT AIRLINES,Fairchild-Hiller FH-227B,557,37,34,3,35,32,3,0,2,No militar,U.S.A.
1968-08-14,09:35:00,LOS ANGELES AIRWAYS,Sikorsky S-61L helicopter,No Data,21,18,3,21,18,3,0,0,No militar,U.S.A.
1968-08-18,09:20:00,UNITED ARAB AIRLINES,Antonov AN-24V,67302806,40,33,7,40,33,7,0,0,No militar,Egypt
1968-08-20,01:30:00,LINEA AEROPOSTAL VENEZOLANA,Hawker Siddeley HS-748-215-2,1580,7,4,3,4,2,2,0,3,No militar,Venezuela
1968-08-31,00:00:00,WESTWING,de Havilland Canada DHC-3 Otter,199,6,5,1,5,4,1,0,1,No militar,Norway
1968-09-03,20:30:00,BULAIR TABSO,Ilyushin IL-18,187009101,89,82,7,47,42,5,0,42,No militar,Bulgaria
1968-09-08,14:55:00,FAR AVIATION - AIR TAXI / SPEEDS FLYING - AIR TAXI,Cessna 402 / Piper PA-28,No Data,9,7,2,2,1,1,0,7,No militar,U.S.A.
1968-09-11,10:34:00,AIR FRANCE,Sud-Aviation Caravelle 3,244,95,89,6,95,89,6,0,0,No militar,France
1968-09-28,00:00:00,PAN AFRICAN AIRLINES,Douglas C-54B,10445,57,55,2,57,55,2,1,0,No militar,Nigeria
1968-10-08,08:37:00,AEROVIAS DEL VALLE,Britten-Norman BN-2 Islander,14,10,9,1,10,9,1,0,0,No militar,Costa Rica
1968-10-11,16:20:00,CESKOSLOVENSKE AEROLINIE,Avia 14-40,805120,40,36,4,11,8,3,0,29,No militar,Ocean
1968-10-20,00:00:00,CRUZEIRO,Douglas C-47A-25,13764,19,16,3,19,16,3,0,0,No militar,Brazil
1968-10-21,06:00:00,MILITARY - U.S. AIR FORCE,Douglas C-47D,16937/34196,23,12,11,23,12,11,0,0,Militar,Ocean
1968-10-25,17:17:00,NORTHEAST AIRLINES,Fairchild-Hiller FH227C,517,42,39,3,32,30,2,0,10,No militar,U.S.A.
1968-11-22,01:24:00,JAPAN AIR LINES,McDonnell Douglas DC-8-62,45954/362,107,96,11,0,0,0,0,107,No militar,U.S.A.
1968-11-23,19:59:00,CABLE COMMUTER,de Havilland Canada DHC-6 Twin Otter 200,148,9,7,2,9,7,2,0,0,No militar,U.S.A.
1968-11-25,15:33:00,AIR AMERICA,Curtiss C-46D-20-CU,22265,28,25,3,26,23,3,0,2,No militar,Laos
1968-12-02,09:36:00,WIEN CONSOLIDATED AIRLINES,Fairchild F-27B,0049,39,36,3,39,36,3,0,0,No militar,U.S.A.
1968-12-12,22:02:00,PAN AMERICAN WORLD AIRWAYS,Boeing B-707-321B,19696/688,51,42,9,51,42,9,0,0,No militar,Venezuela
1968-12-24,20:12:00,ALLEGHENY AIRLINES,Convair CV-580,410,47,41,6,20,17,3,0,27,No militar,U.S.A.
1968-12-24,04:30:00,INTERIOR AIRWAYS,Lockheed L-100 Hercules,4229,4,0,4,2,0,2,0,2,No militar,U.S.A.
1968-12-26,06:15:00,PAN AMERICAN WORLD AIRWAYS,Boeing 707-321CF,No Data,3,0,3,3,0,3,0,0,No militar,U.S.A.
1968-12-26,23:20:00,EXPORTADA DE SAL S.A.,Douglas DC-3,No Data,12,10,2,12,10,2,0,0,No militar,Mexico
1968-12-27,20:22:00,NORTH CENTRAL AIRLINES,Convair CV-580,369,45,41,4,27,24,3,1,18,No militar,U.S.A.
1968-12-31,00:00:00,SERVICIOS AÉREOS ESPECIALES,Douglas DC-3,20554,26,22,4,26,22,4,0,0,No militar,Mexico
1968-12-31,08:30:00,MACROBERTSON MILLER AIRLINES,Vickers Viscount 720,045,26,21,5,26,21,5,0,0,No militar,Australia
1969-01-02,12:43:00,ERA HELICOPTER,Bell 205A,No Data,2,1,1,2,1,1,0,0,No militar,U.S.A.
1969-01-02,20:12:00,CHINA AIRLINES (TAIWAN),Douglas DC-3D,12541,24,19,5,24,19,5,0,0,No militar,Taiwan
1969-01-05,01:34:00,ARIANA AFGHAN AIRLINES,Boeing B-727-113C,19690/540,62,54,8,48,43,5,2,14,No militar,Ocean
1969-01-06,20:35:00,ALLEGHENY AIRLINES,Convair CV-580,386,28,25,3,11,9,2,0,17,No militar,U.S.A.
